UPC,Book Title,Genre,Price,Availability,Star Rating
919e7cb2269a25d2,Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,27.43,15,2
582a21a1dbbef3cf,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,33.26,12,2
df56868afd166557,"Eat, Pray, Love",Nonfiction,51.32,1,3
860318b8e244f39c,Black Flags: The Rise of ISIS,Nonfiction,40.87,3,1
a7c3f1010d64799a,Into the Wild,Nonfiction,56.7,3,5
7980fa06f2b704d8,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,57.83,3,1
6a57286a8890d8c5,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,38.71,4,3
e256de8aa0c2115f,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,27.35,3,2
0268f149d014b389,Travels with Charley: In Search of America,Nonfiction,57.82,1,5
f40fea200e0c644f,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,21.21,12,3
09d26b5f819c6a36,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,18.51,1,4
cb62418129b864a3,Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,39.13,3,1
47271d8e08b5d31c,Batman: The Dark Knight Returns (Batman),Sequential Art,15.38,15,5
8fff1084aa085a13,"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,50.44,4,4
1c0a38899c82b60a,"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,52.41,5,1
bdf415fd484ea8a7,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,37.92,16,2
71e36f33981ddb74,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,38.39,14,2
a33ed2e6068df53e,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,14.41,3,3
099fae4a0705d63b,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,34.65,1,5
276dc716b1da8899,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,54.81,2,1
11809b1d323b3057,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,48.41,16,1
c0db71f6bb14db11,"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,11.64,2,5
31e2e2d9cca3778f,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,25.48,14,2
d6361d16212664ed,The Shadow Hero (The Shadow Hero),Sequential Art,33.14,15,1
7edc0527cf782e19,Batman: The Long Halloween (Batman),Sequential Art,36.5,15,2
326825e02a198cf6,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,29.87,1,3
9189fd009df41d0e,"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,11.75,2,3
eb0fe24bbc845ecc,"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.76,1,4
4f6985aca357ae09,"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,42.72,3,1
394f6d30cafc3edb,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,35.43,14,4
14e44163678e24dc,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,26.2,12,1
2e4fc5eacceec12c,The Raven King (The Raven Cycle #4),Add a comment,30.57,5,2
d33824cb93ecab6f,The Golden Compass (His Dark Materials #1),Add a comment,18.77,6,1
2bc80eba94950873,The God Delusion,Add a comment,46.85,6,3
0c27e6c3744fc14b,"Shobu Samurai, Project Aryoku (#3)",Add a comment,29.06,15,3
31075275518532d7,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,23.89,16,4
6875c5657661b2fb,The White Queen (The Cousins' War #1),Add a comment,25.91,14,5
bfbb54bc8cdeed2b,Cell,Add a comment,20.29,14,4
d326e189b1210916,The Joy of Cooking,Add a comment,43.27,6,4
1fbb5f786e53a0ce,Angels Walking (Angels Walking #1),Add a comment,34.2,14,2
56a34d0cec11d6b0,Fun Home: A Family Tragicomic,Add a comment,56.59,6,4
86d8bd7afa5b51b3,The Iliad,Add a comment,16.16,1,1
224fa77d4b248046,The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,10.02,3,2
f38f37ed934d84b2,Mere Christianity,Add a comment,48.51,6,3
44d97b6707dae3f0,Rook,Add a comment,37.86,13,4
d1848064c54e01c7,Watchmen,Add a comment,58.05,9,4
04e43893e32f9d29,The Light of the Fireflies,Add a comment,54.43,1,1
dbe33cf29ef1623d,Cosmos,Add a comment,36.17,3,2
23707d3ddf14a999,The Complete Poems,Add a comment,41.32,3,5
01a177623cce9596,A Brush of Wings (Angels Walking #3),Add a comment,55.51,14,1
06f6a57a6d532844,Kitchens of the Great Midwest,Fiction,57.2,1,5
cc82685d9f49bc2c,My Mrs. Brown,Fiction,24.48,14,3
7ffebdd1d5148aef,Sister Dear,Fiction,40.2,7,4
830fb3967c74866d,Shtum,Fiction,55.84,14,4
ad84f18659e6bfe2,The Firm,Fiction,45.56,5,3
47e1b2d43f709995,Mothering Sunday,Fiction,13.34,11,2
1d6dd0c87d90fe92,Eight Hundred Grapes,Fiction,14.39,14,4
28cf0d1c51b491e5,Cometh the Hour (The Clifton Chronicles #6),Fiction,25.01,14,3
554e9e2d532b3a87,The Infinities,Fiction,27.41,3,1
437d8dea9272d0a9,The Improbability of Love,Fiction,59.45,11,1
b12b89017878a60d,Private Paris (Private #10),Fiction,47.61,17,5
ff6bb30dd0c482a6,The Husband's Secret,Fiction,52.51,3,5
903a9f8090104c2c,The Shack,Fiction,28.03,9,1
78a4ac98191ac675,Atlas Shrugged,Fiction,26.58,4,5
2858ac90c4758e1f,The Art of Fielding,Fiction,22.1,3,1
4f283dfcbeccc0d4,The High Mountains of Portugal,Fiction,51.15,8,1
4e3b183180e2a992,Deception Point,Fiction,40.32,6,4
fd3a622648667296,The Vacationers,Fiction,42.15,15,4
0bfdef63285d3019,Hystopia: A Novel,Fiction,21.96,8,4
8d455c7539795d2a,"We Love You, Charlie Freeman",Fiction,50.27,16,5
331c26103d885cae,South of Sunshine,Young Adult,28.93,8,1
7e9579921e5407cb,Cinder (The Lunar Chronicles #1),Young Adult,26.09,3,1
3e42ac0f4d43320f,The New Guy (and Other Senior Year Distractions),Young Adult,44.92,3,3
c4182bdb53e2459a,The Darkest Corners,Young Adult,11.33,5,5
cedf82b5086e4691,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,16,3
e77594ece9b9d1fe,The Alien Club,Young Adult,54.4,9,1
50b8f80311b31ede,"Nightingale, Sing",Young Adult,38.28,15,1
60369d96b7b80869,Where She Went (If I Stay #2),Young Adult,41.73,5,4
f36d24c309e87e5b,An Abundance of Katherines,Young Adult,10.0,5,5
0ce8075fab4a2b5b,Legend (Legend #1),Young Adult,43.69,3,4
e2e7b683b4c15b7d,Catching Jordan (Hundred Oaks),Young Adult,50.83,14,3
9a7291b89bd5445c,My Life Next Door (My Life Next Door ),Young Adult,36.39,8,5
41164b8ac02a2c42,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,58.14,14,4
fff8a057a40c4a60,The Haters,Young Adult,27.89,1,5
8e0bc2fe4e7d35b5,Boy Meets Boy,Young Adult,21.12,3,3
3a7d54a264d9f33e,Two Summers,Young Adult,14.64,5,1
f0f38174a7e689a3,This Is Where It Ends,Young Adult,27.12,14,2
61bc8167c9680283,Two Boys Kissing,Young Adult,32.74,3,2
842790dfaa937484,A Fierce and Subtle Poison,Young Adult,28.13,16,4
45045146dbf7b009,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,48.13,5,5
8932e5c12f12ffed,Origins (Alphas 0.5),Fantasy,28.99,1,1
e0b3a679b83caccc,The Raven Boys (The Raven Cycle #1),Fantasy,57.74,5,4
a2a9f76339d21ab1,The False Prince (The Ascendance Trilogy #1),Fantasy,56.0,5,5
5a6b7155f2797537,Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,31.63,4,4
01d2001ac1e6f8a3,A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,52.37,16,1
8930013d06942df1,The Beast (Black Dagger Brotherhood #14),Fantasy,46.08,4,5
2f0213137a80d485,Searching for Meaning in Gailana,Fantasy,38.73,13,1
2dbb7ec08cdd7f3c,The Glittering Court (The Glittering Court #1),Fantasy,44.28,15,1
feaaae90514eb2ac,Soldier (Talon #3),Fantasy,24.72,3,2
966ebb738e0f9d9b,City of Glass (The Mortal Instruments #3),Fantasy,56.02,14,4
0e691eda369f4e09,Princess Between Worlds (Wide-Awake Princess #5),Fantasy,13.34,16,5
d1378a0ad06ff979,A Gathering of Shadows (Shades of Magic #2),Fantasy,44.81,7,4
590a9cccf7db9f7d,Throne of Glass (Throne of Glass #1),Fantasy,35.07,15,3
dab5e75d1339706a,Vampire Girl (Vampire Girl #1),Fantasy,53.82,1,2
ae884ac655d6ee3e,Paper and Fire (The Great Library #2),Fantasy,49.45,4,5
b003f8bb02f76dc5,Heir to the Sky,Fantasy,44.07,3,4
84126312e2431a09,Tell the Wind and Fire,Fantasy,45.51,5,3
73f4f87dd936ee5c,Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,48.75,4,5
4ce91d31c1e57c33,Hollow City (Miss Peregrine’s Peculiar Children #2),Fantasy,42.98,15,1
1528279aec1f3dce,The Star-Touched Queen,Fantasy,46.02,14,5
0072b94dfa30608e,Deep Under (Walker Security #1),Romance,47.09,1,5
9e28048cea8d41f7,First and First (Five Boroughs #3),Romance,15.97,16,4
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),Romance,47.67,11,3
d6d98d3508c30f57,This One Moment (Pushing Limits #1),Romance,48.71,1,1
fd78f89878479f56,My Perfect Mistake (Over the Top #1),Romance,38.92,1,2
f28f7299d38c0932,Imperfect Harmony,Romance,34.74,1,4
67dea6c75d6a1075,Best of My Love (Fool's Gold #20),Romance,27.41,3,2
aead11697d14ea36,A Walk to Remember,Romance,56.43,4,1
2a97cffe61c3c4c7,Her Backup Boyfriend (The Sorensen Family #1),Romance,33.97,16,1
00bfed9e18bb36f3,Black Dust,Romance,34.53,19,5
9cc207168a03470d,The Perfect Play (Play by Play #1),Romance,59.99,4,3
c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),Romance,32.61,14,3
ca71e72655bece85,Something More Than This,Romance,16.24,15,4
6e712ea24e77bd96,Listen to Me (Fusion #1),Romance,58.99,1,3
cf3b86489890b9f2,A Girl's Guide to Moving On (New Beginnings #2),Romance,31.3,5,1
c2e46a2ee3b4a322,Chase Me (Paris Nights #2),Romance,25.27,19,5
9efb397067eb7e8a,"Rhythm, Chord & Malykhin",Romance,28.34,1,2
cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),Romance,53.98,11,3
203b7f94b7d6115f,Suddenly in Love (Lake Haven #1),Romance,55.99,15,2
def389ddfda6991b,Where Lightning Strikes (Bleeding Stars #3),Romance,39.77,1,3
588ba85ff11a3263,Extreme Prey (Lucas Davenport #26),Mystery,25.4,3,3
2da5edf8b5776c9a,The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,24.8,6,4
abdd91e96515a617,Poisonous (Max Revere Novels #3),Mystery,26.8,12,3
1be6d3b121865edb,The Cuckoo's Calling (Cormoran Strike #1),Mystery,19.21,3,1
b461cf238506c5b8,Career of Evil (Cormoran Strike #3),Mystery,24.72,3,2
ee61197edb882599,The Girl In The Ice (DCI Erika Foster #1),Mystery,15.85,1,3
2d1e337aaf341858,Tastes Like Fear (DI Marnie Rome #3),Mystery,10.69,14,1
f06039c29b5891fa,The Silkworm (Cormoran Strike #2),Mystery,23.05,3,5
6159d8b187831770,The Widow,Mystery,27.26,11,2
4e980425468708da,Delivering the Truth (Quaker Midwife Mystery #1),Mystery,20.89,7,4
5ee94540d0749ea0,The Past Never Ends,Mystery,56.5,16,4
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),Mystery,59.48,12,3
19ed25f4641d5efd,"In a Dark, Dark Wood",Mystery,19.63,18,1
05a61a3bd8ca4149,Playing with Fire,Mystery,13.71,11,3
dd003e904727281a,The Exiled,Mystery,43.45,3,3
0c7b9cf2b7662b65,That Darkness (Gardiner and Renner #1),Mystery,13.92,14,1
6958de044cb28a84,In the Woods (Dublin Murder Squad #1),Mystery,38.38,6,2
9735c969c652dd89,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,25.37,7,5
bddc6fd036eb6279,Hide Away (Eve Duncan #20),Mystery,11.84,12,1
63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),Mystery,16.73,14,2
784bc2279baa878d,My Paris Kitchen: Recipes and Stories,Food and Drink,33.37,16,2
e4c7f3487d17fd42,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,37.34,15,5
eff5710404e2ff78,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,28.25,7,2
6478ccb4416e6a5d,The Barefoot Contessa Cookbook,Food and Drink,59.92,6,5
999912e63a3262ae,Barefoot Contessa Back to Basics,Food and Drink,28.01,14,1
924438fc6cbec836,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38,7,5
f701fae56b645ef7,The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05,5,5
4672d10b9b1e7a05,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,13.66,3,2
142d767a56a9254d,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Food and Drink,56.41,16,1
2a9fcb3382d351c8,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01,7,4
46c1530d7546ea6d,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,42.16,15,3
b1a227b7609ff263,32 Yolks,Food and Drink,53.63,8,2
8bbd7df8a324f31d,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,11.53,13,2
65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,12.34,9,4
2587c54f5530dafc,Cravings: Recipes for What You Want to Eat,Food and Drink,20.5,11,3
0e0da9192a025efc,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,50.62,14,5
311634df10651e05,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,3,3
245e6bf08b8d2955,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,19.55,14,1
76319fe9d8b465a3,Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,20.1,12,5
ddc8340dabc8641b,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,28.77,14,3
3d15714d4d3d15dd,The Thing About Jellyfish,Childrens,48.77,3,1
b5ea0b5dabed25a8,The Secret of Dreadwillow Carse,Childrens,56.13,16,1
6a31307a81e8f3a8,Walt Disney's Alice in Wonderland,Childrens,12.96,14,5
9528d0948525bf5f,Birdsong: A Story in Pictures,Childrens,54.64,19,3
913e7109cec0cb4c,Nap-a-Roo,Childrens,25.08,9,1
a6454e329f872b78,Rain Fish,Childrens,23.57,14,3
1d6443ffba9dfd80,Twenty Yawns,Childrens,22.08,14,2
b22362b434e8ee62,The Day the Crayons Came Home (Crayons),Childrens,26.33,3,5
cf2f27fdf94ba20e,The Lonely Ones,Childrens,43.59,3,5
75fed6a47f69859d,The Wild Robot,Childrens,56.07,3,3
4aa03792b50f0b22,Little Red,Childrens,13.47,15,3
157f693d9e600ccc,Counting Thyme,Childrens,10.62,3,1
621e2c310cec8d32,Green Eggs and Ham (Beginner Books B-16),Childrens,10.79,3,4
b7f475238ed50429,The Cat in the Hat (Beginner Books B-1),Childrens,16.26,3,2
81c68492ccd72941,Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,22.54,5,1
9639e89d20228e6e,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,52.87,7,3
1053fb7ee17a1f33,Matilda,Childrens,28.34,1,1
d7b463918d3b8c39,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,52.88,2,4
0ff9d10864db8364,The Whale,Childrens,35.96,7,4
5b43cae640f2338a,Luis Paints the World,Childrens,53.95,14,3
7feac4000cbc5859,Voyager (Outlander #3),Historical Fiction,21.07,3,5
011674f4a3834b8d,The Passion of Dolssa,Historical Fiction,28.32,4,5
bade9943ee01b63f,Lilac Girls,Historical Fiction,17.28,11,2
52cf2a5933ec5d8f,The Marriage of Opposites,Historical Fiction,28.08,14,4
4a0a276409968a73,The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,49.53,3,1
5eff05e59f905a49,Girl With a Pearl Earring,Historical Fiction,26.77,4,1
e6635f5b0a2c78db,The Invention of Wings,Historical Fiction,37.34,6,1
9546d537fbf99eb6,"Love, Lies and Spies",Historical Fiction,20.55,12,2
9beb96a2300109d7,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,29.69,16,3
476c7972e9b41891,The Last Painting of Sara de Vos,Historical Fiction,55.55,3,2
63343e287971bb0c,A Paris Apartment,Historical Fiction,39.01,12,4
38f776ab9118aed7,The Secret Healer,Historical Fiction,34.56,1,3
41fc5dce044f16f5,Girl in the Blue Coat,Historical Fiction,46.83,3,2
8ceb5c6aed2c5f8b,While You Were Mine,Historical Fiction,41.32,1,5
90fa61229261140a,Tipping the Velvet,Historical Fiction,53.74,20,1
d510567580c8be52,Lost Among the Living,Historical Fiction,27.7,1,4
de4b403cb629a29f,Glory over Everything: Beyond The Kitchen House,Historical Fiction,45.84,14,3
19fec36a1dfb4c16,A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,16.97,1,5
e25164e5b3fe208b,Starlark,Historical Fiction,25.83,1,3
9287e238d7c3b06e,The House by the Lake,Historical Fiction,36.95,15,1
c44c5e1425475206,Les Fleurs du Mal,Poetry,29.04,8,5
aa35446aab16017f,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,50.89,14,5
c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,Poetry,53.64,8,5
86cbddb61ea78bb7,salt.,Poetry,46.78,14,4
657fe5ead67a7767,Untitled Collection: Sabbath Poems 2014,Poetry,14.27,16,4
b74ee891e2a6dd69,Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17,7,5
30a7f60cd76ca58c,Shakespeare's Sonnets,Poetry,20.66,19,4
55f9da0c5eea2e10,You can't bury them all: Poems,Poetry,33.63,17,2
a897fe39b1053632,A Light in the Attic,Poetry,51.77,22,3
b228042c088b1913,The Crossover,Poetry,38.77,5,4
b54d7416bb445989,Booked,Poetry,17.49,5,5
b4fd5943413e089a,Slow States of Collapse: Poems,Poetry,57.31,17,3
1dfe412b8ac00530,The Black Maria,Poetry,52.15,19,1
cfeb1e1e0e695b58,Night Sky with Exit Wounds,Poetry,41.05,15,1
3d250ab0f12be445,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,15.42,6,5
e63c3f25338baf9a,Twenty Love Poems and a Song of Despair,Poetry,30.95,1,4
feb7cc7701ecf901,Olio,Poetry,23.88,19,1
31001a1210623bd4,Poems That Make Grown Women Cry,Poetry,14.19,15,4
b7870fa6dc088fbb,Howl and Other Poems,Poetry,40.45,8,2
cd2a2a70dd5d176d,Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,55.53,1,1
39592d9d72e717c4,Of Mice and Men,Classics,47.11,1,2
32d035df92ab9080,The Story of Hong Gildong,Classics,43.19,1,4
b9f6305a3d650e2c,The Picture of Dorian Gray,Classics,29.7,3,2
35e44170702139a4,Sense and Sensibility,Classics,37.46,1,1
6053ddf69c967d5f,The Pilgrim's Progress,Classics,50.26,4,2
2798974abc8a58a8,Candide,Classics,58.63,4,3
1451b55e5e56bb89,Animal Farm,Classics,57.22,4,3
5a7ff9aaa3168878,Wuthering Heights,Classics,17.73,3,3
cfe350b20d23b02b,And Then There Were None,Classics,35.01,3,2
23310ce84d3c9f85,Gone with the Wind,Classics,32.49,4,3
deda806b68b0aa11,Little Women (Little Women #1),Classics,28.07,4,4
1aeca7d078d57deb,The Little Prince,Classics,45.42,1,2
2e69730561ed70ad,Emma,Classics,32.93,1,2
abbb492978ff656d,The Secret Garden,Classics,15.08,5,4
3fb69f34e178d494,Beowulf,Classics,38.35,3,2
cad70d6ffd53912f,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,26.78,3,4
6587f46697fc4443,The Hound of the Baskervilles (Sherlock Holmes #5),Classics,14.82,4,2
93379e3a2072a01b,The Metamorphosis,Classics,28.58,5,1
c4589ee5977a47be,The Hiding Place,History,55.91,5,4
dd5bfa6cc2c0ecc3,Zealot: The Life and Times of Jesus of Nazareth,History,24.7,14,3
add33db6ff80db24,America's War for the Greater Middle East: A Military History,History,51.22,5,2
9a9d6e9bc555731e,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",History,25.52,16,1
f16c2edb2a603f92,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,44.48,8,5
f3c70d296ec796c4,Catherine the Great: Portrait of a Woman,History,58.55,6,4
4165285e1663650f,Sapiens: A Brief History of Humankind,History,54.23,20,5
6e8e5626ac4d279e,1491: New Revelations of the Americas Before Columbus,History,21.8,14,3
0d210d2448c3018f,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,42.91,5,5
de3f25248ba0789f,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,59.64,15,1
a3d2a4250807f1e9,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,History,19.73,16,1
7f5157bf53065d36,Brilliant Beacons: A History of the American Lighthouse,History,11.45,8,3
b5da59dd177eb36b,The Guns of August,History,14.54,3,2
1812b8f5641287e3,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,43.7,3,2
d5e0526e1ab682a3,A Distant Mirror: The Calamitous 14th Century,History,14.58,14,3
6c7fa6844380f50a,A Short History of Nearly Everything,History,52.4,7,5
774fa432bd7d9c47,The Rise and Fall of the Third Reich: A History of Nazi Germany,History,39.67,6,2
7392c0032f92d816,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,36.28,16,2
bf5de316a5e9a4ab,Doctor Sleep (The Shining #2),Horror,40.12,14,2
81d4191030b9704b,Misery,Horror,34.79,4,2
2d88a31f325dfd3b,The Loney,Horror,23.4,14,1
557c03c284be1bf2,House of Leaves,Horror,54.89,3,1
e46b1074b99ac4b6,Dracula the Un-Dead,Horror,35.63,5,5
d069086944f2e330,Can You Keep a Secret? (Fear Street Relaunch #4),Horror,48.64,12,1
92dcc54a27107a37,The Girl with All the Gifts,Horror,49.47,3,3
70b585c9d0f15725,Needful Things,Horror,47.51,4,4
49f24193f0b961e6,The Stand,Horror,57.86,3,2
6f78a0d744c35456,Security,Horror,39.25,16,2
8585760646e3aa2a,Follow You Home,Horror,21.36,15,1
af58a74e4b2a23a0,Pet Sematary,Horror,10.56,14,3
b8d7b3f5c7a95d65,Psycho: Sanitarium (Psycho #1.5),Horror,36.97,12,5
670a2773607d785d,It,Horror,25.01,4,3
869d20b3b8128230,Night Shift (Night Shift #1-20),Horror,12.75,4,4
e958ae92f328c181,Red Dragon (Hannibal Lecter #1),Horror,23.37,5,3
6e9403f00acd6752,'Salem's Lot,Horror,49.56,4,4
31f5bbf4974d29c9,Some Women,Womens Fiction,13.73,4,5
8ebad30219b8679c,Twenties Girl,Womens Fiction,42.8,3,2
6b32b561dab8036c,I've Got Your Number,Womens Fiction,19.69,3,1
29fc016c459aeb14,The Edge of Reason (Bridget Jones #2),Womens Fiction,19.18,1,4
3fc9d51d1c4d6ba7,Something Blue (Darcy & Rachel #2),Womens Fiction,54.62,3,1
ac27ab4bcd9c492e,Something Borrowed (Darcy & Rachel #1),Womens Fiction,48.96,3,5
fd8585283fc7d2d7,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,57.36,15,4
813cff2aefa5d1f0,The Undomestic Goddess,Womens Fiction,45.75,3,4
077b635ff2afc578,Will You Won't You Want Me?,Womens Fiction,13.86,12,3
0812f54c93d726ce,Can You Keep a Secret?,Womens Fiction,21.94,4,1
b5953ca1f8a0b8d7,Grey (Fifty Shades #4),Womens Fiction,48.49,11,4
725cd8d23d78cdca,Meternity,Womens Fiction,43.58,7,3
